employee_id,fio,gender,birth_date,age,education,married,kids,position,employment_type,division,distance_km,commute_min,transport_type,city,hire_date,fire_date,seniority_years
576,Суханов Валентин Теймуразович,Мужской,1981-12-02,44,высшее,1.0,1,Линейный менеджер,Частичная занятость,Бухгалтерия,7.3,39.0,Общественный,Санкт-Петербург,2016-02-25,,10
577,Боброва Зоя Юльевна,Женский,1980-07-18,45,высшее,1.0,1,Ведущий специалист,Частичная занятость,Сервис и поддержка,7.4,70.0,Общественный,Санкт-Петербург,1987-08-01,2014-05-09,36
578,Уваров Геннадий Игнатьевич,Мужской,1984-03-22,41,не указано,1.0,1,Сотрудник,Полная занятость,ИТ,5.1,1.0,Общественный,Санкт-Петербург,2011-08-01,,15
579,Федоров Фортунат Викторович,Мужской,2000-09-26,25,среднее профессиональное,0.0,0,Сотрудник,Полная занятость,Логистика,3.6,18.0,Общественный,Санкт-Петербург,1977-01-26,,45
580,Фомичев Милий Ефстафьевич,Мужской,1958-09-07,67,высшее,1.0,1,Сотрудник,Полная занятость,Логистика,3.5,32.0,Общественный,Санкт-Петербург,2012-11-07,,13
581,Меркушев Никифор Васильевич,Мужской,1982-02-17,43,высшее,1.0,0,Сотрудник,Полная занятость,ИТ,11.6,50.0,Общественный,Санкт-Петербург,2019-11-24,,4
582,Кириллов Борислав Ефстафьевич,Мужской,1962-10-25,63,не указано,1.0,1,Сотрудник,Полная занятость,Безопасность,150.8,360.0,Личный,Санкт-Петербург,2017-02-20,,11
583,Шилова Марина Леоновна,Женский,1989-02-14,36,высшее,0.0,0,Сотрудник,Полная занятость,Сбыт,6.5,84.0,Общественный,Санкт-Петербург,2007-09-19,,15
584,Авдеев Владимир Бенедиктович,Мужской,1968-06-08,57,среднее профессиональное,0.0,1,Сотрудник,Полная занятость,Сбыт,14.6,46.0,Общественный,Санкт-Петербург,2011-02-22,,14
585,Юдина Наталья Степановна,Женский,1967-12-11,58,высшее,1.0,1,Линейный менеджер,Временная,Сервис и поддержка,3.2,27.0,Общественный,Санкт-Петербург,2003-07-21,2023-07-23,24
586,Денисов Адам Иосипович,Мужской,1994-03-27,31,высшее,1.0,1,Сотрудник,Полная занятость,Сбыт,8.2,33.0,Личный,Санкт-Петербург,2014-08-13,,11
587,Никифоров Дмитрий Гордеевич,Мужской,1980-06-26,45,среднее профессиональное,1.0,1,Сотрудник,Полная занятость,Производство,5.2,92.0,Личный,Санкт-Петербург,2000-11-19,,26
588,Александров Святослав Георгиевич,Мужской,1974-03-03,51,среднее профессиональное,1.0,1,Сотрудник,Полная занятость,Администрация,10.7,23.0,Общественный,Санкт-Петербург,2020-08-19,2022-05-16,5
589,Цветкова Вера Владиславовна,Женский,1985-08-14,40,незаконченное высшее,0.0,0,Линейный менеджер,Полная занятость,ИТ,13.6,115.0,Общественный,Санкт-Петербург,2017-03-03,,8
590,Воробьева Кира Болеславовна,Женский,2005-08-19,20,незаконченное высшее,0.0,0,Ведущий специалист,Полная занятость,Финансы,5.7,41.0,Личный,Санкт-Петербург,2018-12-12,,4
591,Селезнева София Станиславовна,Женский,1986-09-22,39,высшее,0.0,1,Руководитель отдела,Полная занятость,Логистика,28.2,102.0,Общественный,Санкт-Петербург,1999-10-02,,27
592,Петрова Лукия Яковлевна,Женский,1962-05-24,63,высшее,0.0,1,Сотрудник,Временная,Производство,2.8,25.0,Личный,Санкт-Петербург,1996-08-11,,29
593,Титова Фёкла Мироновна,Женский,1972-01-21,53,высшее,1.0,0,Ведущий специалист,Частичная занятость,Сбыт,14.2,59.0,Общественный,Санкт-Петербург,1975-01-04,,49
594,Степанова Галина Геннадиевна,Женский,1992-12-12,33,среднее профессиональное,0.0,0,Ведущий специалист,Частичная занятость,Сбыт,8.8,11.0,Личный,Санкт-Петербург,1999-02-03,,24
595,Никонов Ярополк Владленович,Мужской,1981-06-15,44,среднее профессиональное,1.0,1,Сотрудник,Полная занятость,Техническое обслуживание,24.3,108.0,Общественный,Санкт-Петербург,1972-10-18,,51
596,Молчанова Нинель Аскольдовна,Женский,1971-08-03,54,среднее профессиональное,0.0,0,Ведущий специалист,Полная занятость,Администрация,9.4,34.0,Общественный,Санкт-Петербург,2023-10-08,2023-06-04,5
597,Тихонов Михаил Данилович,Мужской,1981-05-04,44,высшее,0.0,1,Линейный менеджер,Полная занятость,Сервис и поддержка,7.7,106.0,Личный,Санкт-Петербург,1986-02-11,,38
598,Лыткин Прокл Еремеевич,Мужской,1968-06-22,57,высшее,1.0,0,Сотрудник,Частичная занятость,Сервис и поддержка,11.0,4.0,Общественный,Санкт-Петербург,2023-11-19,,0
599,Ситникова Нонна Евгеньевна,Женский,1981-06-01,44,высшее,1.0,1,Сотрудник,Полная занятость,Техническое обслуживание,52.6,248.0,Общественный,Санкт-Петербург,1993-01-05,,35
600,Лукин Изяслав Ефстафьевич,Мужской,1981-04-17,44,высшее,1.0,1,Сотрудник,Полная занятость,Администрация,12.4,97.0,Общественный,Санкт-Петербург,1988-06-13,,37
601,Меркушева Олимпиада Георгиевна,Женский,1970-03-10,55,незаконченное высшее,0.0,1,Сотрудник,Полная занятость,Сбыт,10.6,69.0,Общественный,Санкт-Петербург,2020-06-06,,4
602,Фомина Ульяна Павловна,Женский,1965-07-18,60,не указано,1.0,1,Сотрудник,Полная занятость,HR,21.5,119.0,Общественный,Санкт-Петербург,2019-12-12,,7
603,Суворов Кондрат Тарасович,Мужской,1975-04-08,50,высшее,1.0,1,Линейный менеджер,Временная,Финансы,15.4,30.0,Личный,Санкт-Петербург,1966-11-18,,56
604,Овчинникова Светлана Николаевна,Женский,1978-04-10,47,высшее,0.0,1,Сотрудник,Полная занятость,Бухгалтерия,3.8,,Общественный,Санкт-Петербург,2019-09-26,,6
605,Меркушев Гостомысл Германович,Мужской,1986-06-05,39,незаконченное высшее,1.0,1,Сотрудник,Полная занятость,Сервис и поддержка,10.0,1.0,Общественный,Санкт-Петербург,1994-06-12,,32
606,Брагина Элеонора Валентиновна,Женский,1973-12-25,52,высшее,1.0,0,Ведущий специалист,Полная занятость,Сбыт,7.0,17.0,Общественный,Санкт-Петербург,2024-08-17,,1
607,Уварова Зоя Альбертовна,Женский,1984-07-15,41,высшее,0.0,1,Руководитель отдела,Полная занятость,Сбыт,3.2,23.0,Общественный,Санкт-Петербург,1984-06-23,,38
608,Носков Светозар Марсович,Мужской,1988-12-03,37,высшее,1.0,1,Руководитель отдела,Частичная занятость,Сервис и поддержка,10.9,14.0,Общественный,Санкт-Петербург,2002-12-21,,25
609,Жданов Варфоломей Ярославович,Мужской,1973-02-11,52,среднее профессиональное,1.0,1,Ведущий специалист,Полная занятость,Производство,3.0,1.0,Общественный,Санкт-Петербург,2012-05-20,,16
610,Якушев Владилен Еремеевич,Мужской,1994-11-20,31,высшее,1.0,0,Руководитель отдела,Полная занятость,Сбыт,,72.0,Общественный,Санкт-Петербург,2012-12-12,,16
611,Михайлов Гостомысл Егорович,Мужской,1986-04-24,39,высшее,0.0,0,Руководитель отдела,Полная занятость,Сервис и поддержка,15.9,89.0,Личный,Санкт-Петербург,1991-02-10,,34
612,Савельев Соломон Виленович,Мужской,1978-03-26,47,среднее профессиональное,1.0,1,Сотрудник,Полная занятость,Сервис и поддержка,4.3,16.0,Общественный,Санкт-Петербург,1971-09-13,1994-03-13,52
613,Никонова Нина Богдановна,Женский,1970-10-01,55,незаконченное высшее,0.0,1,Сотрудник,Полная занятость,Производство,5.6,49.0,Общественный,Санкт-Петербург,1972-07-07,1973-09-15,56
614,Блохина Елена Петровна,Женский,2004-02-24,21,высшее,0.0,0,Ведущий специалист,Удалённая,Сервис и поддержка,5.2,1.0,Личный,Санкт-Петербург,2023-02-26,,5
615,Доронина Любовь Алексеевна,Женский,1989-05-17,36,высшее,1.0,1,Сотрудник,Полная занятость,Производство,16.6,64.0,Общественный,Санкт-Петербург,2019-10-02,,7
616,Аксенова Алла Никифоровна,Женский,1987-11-13,38,среднее профессиональное,,0,Сотрудник,Полная занятость,Финансы,9.1,5.0,Общественный,Санкт-Петербург,2012-12-06,,15
617,Овчинников Мстислав Данилович,Мужской,1991-06-01,34,не указано,0.0,0,Линейный менеджер,Полная занятость,Логистика,3.3,33.0,Личный,Санкт-Петербург,2003-04-26,,19
618,Блинов Болеслав Марсович,Мужской,1969-10-06,56,высшее,1.0,0,Сотрудник,Полная занятость,Сбыт,13.1,10.0,Личный,Санкт-Петербург,2013-06-21,,10
619,Цветкова Алевтина Кузьминична,Женский,1965-06-16,60,высшее,1.0,1,Сотрудник,Частичная занятость,Бухгалтерия,17.5,73.0,Личный,Санкт-Петербург,2011-09-04,,13
620,Тетерин Валерьян Игнатьевич,Мужской,1984-10-12,41,высшее,0.0,0,Директор,Временная,Бухгалтерия,6.5,6.0,Личный,Санкт-Петербург,2013-08-16,2015-01-22,11
621,Вишнякова Вероника Валентиновна,Женский,1972-09-08,53,среднее профессиональное,1.0,1,Руководитель отдела,Частичная занятость,Логистика,19.4,106.0,Личный,Санкт-Петербург,1973-05-21,,52
622,Петров Конон Харитонович,Мужской,1978-08-19,47,высшее,0.0,1,Сотрудник,Полная занятость,Логистика,9.0,26.0,Личный,Санкт-Петербург,2015-08-15,,9
623,Игнатова Вера Руслановна,Женский,1992-08-09,33,не указано,0.0,0,Линейный менеджер,Полная занятость,HR,5.1,44.0,Общественный,Санкт-Петербург,2011-08-11,,13
624,Третьякова Эмилия Александровна,Женский,1989-12-18,36,высшее,0.0,1,Сотрудник,Частичная занятость,ИТ,9.3,42.0,Общественный,Санкт-Петербург,2010-07-02,,14
625,Лихачев Богдан Аверьянович,Мужской,1974-10-06,51,высшее,0.0,0,Сотрудник,Полная занятость,Техническое обслуживание,2.1,25.0,Общественный,Санкт-Петербург,2010-02-08,2019-12-15,15
626,Сидорова Екатерина Владиславовна,Женский,1976-01-26,49,среднее профессиональное,1.0,0,Ведущий специалист,Полная занятость,Сервис и поддержка,9.6,101.0,Личный,Санкт-Петербург,2014-12-05,,11
627,Хохлов Ювеналий Федосьевич,Мужской,1975-02-26,50,высшее,1.0,0,Сотрудник,Временная,HR,11.6,49.0,Общественный,Санкт-Петербург,2019-05-27,,8
628,Макарова Ия Егоровна,Женский,1964-07-21,61,высшее,0.0,1,Линейный менеджер,Полная занятость,ИТ,11.8,111.0,Общественный,Санкт-Петербург,2017-03-03,,7
629,Антонов Виталий Анисимович,Мужской,1969-02-12,56,высшее,1.0,1,Линейный менеджер,Полная занятость,HR,21.2,68.0,Общественный,Санкт-Петербург,1977-03-18,,47
630,Журавлева Наина Яковлевна,Женский,1955-03-22,70,незаконченное высшее,1.0,1,Сотрудник,Полная занятость,Производство,4.4,54.0,Личный,Санкт-Петербург,2011-02-02,,14
631,Рыбакова Ангелина Вадимовна,Женский,1992-11-13,33,высшее,0.0,1,Сотрудник,Полная занятость,Администрация,5.9,40.0,Личный,Санкт-Петербург,2008-10-04,,17
632,Дьячков Сигизмунд Аверьянович,Мужской,1973-09-04,52,не указано,0.0,1,Сотрудник,Полная занятость,HR,10.5,69.0,Общественный,Санкт-Петербург,2005-07-01,,19
633,Евдокимова Раиса Филипповна,Женский,1972-06-09,53,высшее,1.0,1,Сотрудник,Полная занятость,Логистика,2.1,1.0,Общественный,Санкт-Петербург,1981-10-16,2007-03-11,44
634,Журавлев Гаврила Ермолаевич,Мужской,1989-08-03,36,высшее,0.0,0,Директор,Полная занятость,Администрация,11.2,33.0,Общественный,Санкт-Петербург,2019-03-06,,3
635,Котова Агата Юрьевна,Женский,1984-05-03,41,высшее,0.0,1,Сотрудник,Полная занятость,Администрация,9.0,5.0,Личный,Санкт-Петербург,2010-11-10,,17
636,Казакова Жанна Филипповна,Женский,1988-08-26,37,высшее,0.0,1,Ведущий специалист,Частичная занятость,Администрация,29.7,138.0,Общественный,Санкт-Петербург,2020-06-16,,5
637,Аксенова Евгения Артемовна,Женский,1985-03-02,40,не указано,1.0,0,Ведущий специалист,Полная занятость,Логистика,4.2,55.0,Личный,Санкт-Петербург,2015-04-14,,8
638,Назаров Мирослав Арсеньевич,Мужской,1984-10-23,41,среднее профессиональное,0.0,0,Сотрудник,Полная занятость,Техническое обслуживание,6.1,40.0,Общественный,Санкт-Петербург,2010-02-19,,16
639,Пестов Степан Юльевич,Мужской,1971-08-26,54,высшее,1.0,0,Линейный менеджер,Полная занятость,ИТ,3.1,22.0,Общественный,Санкт-Петербург,1980-11-06,,48
640,Устинова Прасковья Тимуровна,Женский,1978-07-22,47,среднее профессиональное,1.0,1,Руководитель отдела,Полная занятость,Сбыт,5.6,65.0,Общественный,Санкт-Петербург,2014-06-04,,13
641,Лебедева Мария Руслановна,Женский,1986-03-03,39,высшее,1.0,1,Сотрудник,Полная занятость,Сервис и поддержка,6.0,41.0,Общественный,Санкт-Петербург,2021-08-11,2024-02-19,3
642,Соловьева Мария Максимовна,Женский,1971-02-01,54,высшее,1.0,1,Сотрудник,Полная занятость,HR,6.5,37.0,Личный,Санкт-Петербург,2010-04-18,,15
643,Максимов Аггей Ильясович,Мужской,1960-02-03,65,высшее,1.0,1,Директор,Полная занятость,Техническое обслуживание,2.3,1.0,Личный,Санкт-Петербург,1991-07-16,,35
644,Устинова Ангелина Макаровна,Женский,1989-06-14,36,высшее,0.0,1,Руководитель отдела,Частичная занятость,HR,18.9,4.0,Общественный,Санкт-Петербург,1971-03-09,,56
645,Журавлева Валентина Харитоновна,Женский,1980-04-09,45,незаконченное высшее,1.0,1,Ведущий специалист,Частичная занятость,Сбыт,2.7,107.0,Общественный,Санкт-Петербург,1990-10-23,,32
646,Зиновьева Лора Валентиновна,Женский,1968-09-03,57,высшее,1.0,1,Сотрудник,Полная занятость,Сервис и поддержка,10.7,53.0,Общественный,Санкт-Петербург,2010-04-01,,13
647,Соловьева Людмила Тимофеевна,Женский,1961-08-10,64,среднее профессиональное,1.0,1,Линейный менеджер,Полная занятость,ИТ,9.3,40.0,Общественный,Санкт-Петербург,2010-11-26,,17
648,Ширяев Демид Фомич,Мужской,1966-12-06,59,высшее,1.0,1,Ведущий специалист,Полная занятость,Сбыт,6.4,,Личный,Санкт-Петербург,2010-03-23,,13
649,Игнатова Ольга Геннадиевна,Женский,1993-02-05,32,среднее профессиональное,0.0,0,Ведущий специалист,Полная занятость,Производство,7.0,87.0,Общественный,Санкт-Петербург,2014-05-21,,13
650,Корнилов Всемил Арсенович,Мужской,1976-02-10,49,не указано,,1,Сотрудник,Полная занятость,Сервис и поддержка,15.3,57.0,Личный,Санкт-Петербург,1993-09-18,,33
651,Терентьев Ратмир Алексеевич,Мужской,1980-02-14,45,,1.0,1,Сотрудник,Полная занятость,Производство,12.5,64.0,Личный,Санкт-Петербург,2018-10-24,,4
652,Анисимова Евпраксия Аскольдовна,Женский,1974-08-20,51,среднее профессиональное,0.0,0,Линейный менеджер,Полная занятость,Сбыт,10.1,57.0,Личный,Санкт-Петербург,2010-11-14,,13
653,Вишняков Евстигней Анатольевич,Мужской,1985-02-23,40,высшее,1.0,1,Сотрудник,Полная занятость,Логистика,14.6,90.0,Общественный,Санкт-Петербург,2019-08-12,,4
654,Веселов Леонид Якубович,Мужской,1980-02-23,45,,1.0,0,Сотрудник,Временная,Администрация,4.3,67.0,Личный,Санкт-Петербург,2020-07-24,,3
655,Афанасьева София Руслановна,Женский,1995-06-26,30,среднее профессиональное,1.0,1,Сотрудник,Частичная занятость,Безопасность,11.1,30.0,Общественный,Санкт-Петербург,2019-02-05,,4
656,Максимов Анатолий Геннадиевич,Мужской,1966-06-27,59,высшее,0.0,1,Линейный менеджер,Полная занятость,Сервис и поддержка,,33.0,Общественный,Санкт-Петербург,2014-09-17,2020-06-26,12
657,Дмитриев Мир Анисимович,Мужской,1957-08-11,68,среднее профессиональное,1.0,1,Сотрудник,Полная занятость,Администрация,8.0,32.0,Личный,Санкт-Петербург,2017-01-24,2019-10-10,10
658,Князев Максимильян Егорович,Мужской,1989-01-01,36,среднее профессиональное,0.0,1,Сотрудник,Полная занятость,Логистика,2.2,1.0,Смешанный,Санкт-Петербург,2001-10-03,,27
659,Ильин Модест Феодосьевич,Мужской,1967-05-11,58,высшее,1.0,1,Ведущий специалист,Удалённая,Производство,3.5,70.0,Общественный,Санкт-Петербург,2016-04-08,,6
660,Белозеров Нифонт Феоктистович,Мужской,1995-04-22,30,высшее,0.0,0,Сотрудник,Полная занятость,Финансы,2.4,49.0,Личный,Санкт-Петербург,2020-09-11,,4
661,Самсонов Никандр Игоревич,Мужской,1988-03-25,37,высшее,0.0,1,Сотрудник,Полная занятость,Сервис и поддержка,6.7,85.0,Личный,Санкт-Петербург,1971-03-01,,52
662,Туров Дорофей Эдуардович,Мужской,1991-05-24,34,высшее,0.0,0,Линейный менеджер,Полная занятость,Финансы,6.8,31.0,Общественный,Санкт-Петербург,1979-07-07,,49
663,Шубина Полина Максимовна,Женский,1967-01-26,58,среднее профессиональное,1.0,1,Сотрудник,Полная занятость,Техническое обслуживание,3.3,46.0,Общественный,Санкт-Петербург,2001-02-04,,23
664,Стрелков Спартак Евстигнеевич,Мужской,1971-07-18,54,высшее,0.0,1,Руководитель отдела,Полная занятость,Сбыт,16.5,,Общественный,Санкт-Петербург,2012-02-26,,15
665,Брагина Анжелика Олеговна,Женский,1969-05-02,56,среднее профессиональное,1.0,1,Сотрудник,Полная занятость,ИТ,2.6,13.0,Личный,Санкт-Петербург,2022-03-07,,3
666,Федорова Нина Юльевна,Женский,1981-10-25,44,не указано,1.0,1,Сотрудник,Полная занятость,Безопасность,9.6,76.0,Общественный,Санкт-Петербург,2020-11-07,2022-01-26,7
667,Бирюков Дмитрий Ерофеевич,Мужской,1984-07-14,41,высшее,0.0,1,Сотрудник,Полная занятость,Сервис и поддержка,4.3,,Общественный,Санкт-Петербург,2004-07-23,2017-03-16,22
668,Марков Варфоломей Артурович,Мужской,1968-10-21,57,среднее профессиональное,,1,Сотрудник,Полная занятость,Производство,5.3,11.0,Общественный,Санкт-Петербург,1997-07-11,,27
669,Большакова Кира Константиновна,Женский,1963-04-07,62,незаконченное высшее,1.0,1,Директор,Полная занятость,Производство,6.5,44.0,Общественный,Санкт-Петербург,2019-04-23,2021-08-01,4
670,Третьякова Элеонора Олеговна,Женский,1978-04-15,47,среднее профессиональное,1.0,1,Линейный менеджер,Полная занятость,Безопасность,6.9,37.0,Общественный,Санкт-Петербург,2006-04-10,2024-03-21,21
671,Сергеев Прокл Иларионович,Мужской,1965-10-13,60,среднее профессиональное,1.0,1,Линейный менеджер,Полная занятость,Финансы,15.7,85.0,Личный,Санкт-Петербург,2015-08-19,,13
672,Третьякова Алина Матвеевна,Женский,1964-09-13,61,незаконченное высшее,1.0,1,Сотрудник,Полная занятость,ИТ,6.4,38.0,Личный,Санкт-Петербург,2003-12-09,,25
673,Горбачев Платон Елизарович,Мужской,1958-10-05,67,высшее,0.0,1,Руководитель отдела,Полная занятость,HR,23.5,71.0,Личный,Санкт-Петербург,1960-07-12,,67
674,Кабанова Анастасия Анатольевна,Женский,1977-11-16,48,высшее,1.0,0,Сотрудник,Полная занятость,Безопасность,9.1,11.0,Общественный,Санкт-Петербург,2024-12-21,,2
675,Агафонов Онуфрий Иосифович,Мужской,1984-08-02,41,незаконченное высшее,0.0,0,Сотрудник,Полная занятость,Бухгалтерия,9.8,51.0,Личный,Санкт-Петербург,2012-02-13,,16
676,Копылов Гордей Аксёнович,Мужской,1987-05-17,38,высшее,1.0,1,Ведущий специалист,Полная занятость,Безопасность,11.8,73.0,Общественный,Санкт-Петербург,2018-05-05,,6
677,Баранова Элеонора Павловна,Женский,1962-02-24,63,высшее,1.0,1,Сотрудник,Удалённая,Производство,14.9,97.0,Общественный,Санкт-Петербург,2020-03-08,,5
678,Морозов Владлен Арсеньевич,Мужской,1983-05-11,42,высшее,,1,Сотрудник,Полная занятость,Техническое обслуживание,11.7,27.0,Общественный,Санкт-Петербург,1990-02-09,,36
679,Фролова Майя Михайловна,Женский,1994-06-02,31,высшее,0.0,0,Сотрудник,Полная занятость,Производство,3.9,27.0,Личный,Санкт-Петербург,2015-08-25,,8
680,Блинов Ферапонт Александрович,Мужской,2010-09-24,15,не указано,0.0,0,Сотрудник,Полная занятость,Администрация,3.7,1.0,Личный,Санкт-Петербург,2022-11-18,,5
681,Елисеева Виктория Петровна,Женский,1975-04-17,50,высшее,,1,Сотрудник,Частичная занятость,Администрация,5.1,22.0,Личный,Санкт-Петербург,2017-08-03,,5
682,Блохина Маргарита Максимовна,Женский,1982-01-27,43,высшее,1.0,0,Сотрудник,Полная занятость,Производство,5.8,1.0,Личный,Санкт-Петербург,1967-08-16,,59
683,Зуев Бажен Викентьевич,Мужской,1995-02-01,30,среднее профессиональное,1.0,0,Сотрудник,Полная занятость,Сервис и поддержка,3.3,43.0,Общественный,Санкт-Петербург,2021-01-24,2023-02-19,2
684,Лобанова Майя Никифоровна,Женский,1984-05-07,41,среднее профессиональное,1.0,1,Ведущий специалист,Полная занятость,Сервис и поддержка,20.6,121.0,Личный,Санкт-Петербург,1964-09-01,,61
685,Веселов Клавдий Денисович,Мужской,2010-01-16,15,незаконченное высшее,0.0,0,Руководитель отдела,Частичная занятость,Производство,7.5,30.0,Общественный,Санкт-Петербург,2020-10-10,,3
686,Кондратьева Валерия Алексеевна,Женский,1975-07-11,50,среднее профессиональное,1.0,0,Сотрудник,Полная занятость,Безопасность,4.7,1.0,Личный,Санкт-Петербург,1977-10-12,1990-09-06,45
687,Зиновьев Дорофей Эдуардович,Мужской,1997-12-03,28,среднее профессиональное,0.0,0,Руководитель отдела,Полная занятость,ИТ,5.7,41.0,Смешанный,Санкт-Петербург,2011-09-05,,14
688,Михеева Мария Федоровна,Женский,1979-07-02,46,высшее,1.0,0,Сотрудник,Полная занятость,Финансы,2.4,1.0,Общественный,Санкт-Петербург,1973-12-27,,53
689,Ковалева Иванна Захаровна,Женский,1991-03-09,34,высшее,0.0,0,Сотрудник,Полная занятость,Сервис и поддержка,9.8,70.0,Общественный,Санкт-Петербург,2022-02-14,,4
690,Крюкова Нонна Даниловна,Женский,1981-07-14,44,среднее профессиональное,1.0,1,Руководитель отдела,Полная занятость,Администрация,7.3,11.0,Общественный,Санкт-Петербург,1986-11-05,,36
691,Костин Конон Эдгардович,Мужской,1988-07-04,37,не указано,1.0,0,Сотрудник,Полная занятость,Сервис и поддержка,27.3,113.0,Общественный,Санкт-Петербург,2015-08-20,2017-07-02,11
692,Медведев Виталий Венедиктович,Мужской,1984-08-16,41,высшее,1.0,0,Линейный менеджер,Полная занятость,Безопасность,18.1,77.0,Общественный,Санкт-Петербург,1971-02-21,,57
693,Красильникова Анжела Петровна,Женский,1986-10-03,39,высшее,1.0,1,Сотрудник,Полная занятость,Техническое обслуживание,31.0,73.0,Общественный,Санкт-Петербург,2008-02-21,,19
694,Захаров Прокл Афанасьевич,Мужской,1958-01-05,67,высшее,1.0,1,Ведущий специалист,Полная занятость,Сервис и поддержка,5.0,84.0,Общественный,Санкт-Петербург,2017-01-21,,8
695,Корнилов Лучезар Изотович,Мужской,1981-04-10,44,высшее,0.0,1,Ведущий специалист,Частичная занятость,ИТ,10.8,42.0,Общественный,Санкт-Петербург,2010-03-16,,13
696,Рогова Ангелина Тимуровна,Женский,1953-08-06,72,высшее,1.0,1,Сотрудник,Полная занятость,Финансы,4.5,34.0,Общественный,Санкт-Петербург,2011-07-02,,11
697,Потапов Корнил Ефимович,Мужской,1994-12-24,31,высшее,1.0,0,Ведущий специалист,Полная занятость,Финансы,20.5,111.0,Общественный,Санкт-Петербург,2015-03-18,,11
698,Якушев Глеб Всеволодович,Мужской,1976-12-04,49,высшее,1.0,1,Сотрудник,Полная занятость,Производство,14.0,11.0,Общественный,Санкт-Петербург,1995-08-15,,29
699,Евсеева Майя Степановна,Женский,1999-08-24,26,высшее,0.0,0,Линейный менеджер,Полная занятость,ИТ,25.9,90.0,Смешанный,Санкт-Петербург,2011-10-13,,15
700,Цветкова Варвара Геннадьевна,Женский,1984-07-22,41,не указано,1.0,0,Сотрудник,Полная занятость,Техническое обслуживание,9.8,69.0,Личный,Санкт-Петербург,2015-05-27,,8
701,Вишнякова Вера Егоровна,Женский,1984-06-13,41,незаконченное высшее,1.0,0,Сотрудник,Временная,Сервис и поддержка,22.2,117.0,Личный,Санкт-Петербург,1990-09-14,,36
702,Вишняков Семен Адрианович,Мужской,1972-02-18,53,незаконченное высшее,1.0,1,Сотрудник,Временная,Сервис и поддержка,10.3,73.0,Общественный,Санкт-Петербург,2017-07-01,,7
703,Денисова Таисия Филипповна,Женский,1994-03-21,31,высшее,0.0,0,Сотрудник,Полная занятость,Логистика,4.2,28.0,Личный,Санкт-Петербург,1971-01-26,2021-07-24,54
704,Фомина Октябрина Тимуровна,Женский,1985-01-10,40,высшее,1.0,1,Сотрудник,Полная занятость,HR,18.9,87.0,Общественный,Санкт-Петербург,1987-04-16,,41
705,Титов Юлий Афанасьевич,Мужской,1976-08-15,49,не указано,0.0,0,Руководитель отдела,Полная занятость,ИТ,5.9,3.0,Личный,Санкт-Петербург,2010-06-11,,13
706,Голубев Леонид Тихонович,Мужской,1978-02-22,47,высшее,0.0,1,Руководитель отдела,Полная занятость,ИТ,3.9,9.0,Общественный,Санкт-Петербург,1976-07-01,,52
707,Терентьев Самуил Фадеевич,Мужской,1991-02-12,34,незаконченное высшее,1.0,0,Сотрудник,Полная занятость,Производство,4.7,1.0,Общественный,Санкт-Петербург,1998-01-17,,28
708,Комиссаров Осип Артёмович,Мужской,1959-08-13,66,высшее,1.0,1,Сотрудник,Полная занятость,HR,24.1,96.0,Смешанный,Санкт-Петербург,1985-11-16,,43
709,Гусева Лариса Анатольевна,Женский,1994-07-12,31,высшее,1.0,1,Сотрудник,Полная занятость,Производство,10.5,67.0,Общественный,Санкт-Петербург,1982-04-23,,45
710,Савельева Октябрина Семеновна,Женский,1971-11-27,54,среднее профессиональное,0.0,1,Сотрудник,Полная занятость,Администрация,16.6,54.0,Личный,Санкт-Петербург,2024-04-10,,2
711,Коновалова Василиса Тимуровна,Женский,1965-03-11,60,незаконченное высшее,1.0,1,Ведущий специалист,Полная занятость,Логистика,6.5,1.0,Общественный,Санкт-Петербург,1983-07-05,,40
712,Кабанова Феврония Геннадиевна,Женский,1945-04-16,80,высшее,1.0,1,Сотрудник,Временная,HR,9.0,13.0,Общественный,Санкт-Петербург,2005-09-12,2018-06-11,19
713,Комиссарова Василиса Оскаровна,Женский,1962-06-17,63,среднее профессиональное,1.0,0,Сотрудник,Полная занятость,Бухгалтерия,5.5,53.0,Общественный,Санкт-Петербург,1998-08-01,,29
714,Овчинникова Анастасия Васильевна,Женский,1974-10-15,51,незаконченное высшее,1.0,1,Линейный менеджер,Полная занятость,ИТ,5.9,42.0,Общественный,Санкт-Петербург,1985-02-02,,37
715,Михеева Виктория Кузьминична,Женский,1976-04-17,49,высшее,1.0,1,Ведущий специалист,Полная занятость,HR,3.5,28.0,Личный,Санкт-Петербург,2011-02-25,,11
716,Сергеев Гостомысл Захарьевич,Мужской,1983-02-06,42,высшее,1.0,1,Линейный менеджер,Полная занятость,Производство,5.1,96.0,Общественный,Санкт-Петербург,1999-12-24,,28
717,Колобова Елена Макаровна,Женский,1969-12-23,56,высшее,0.0,0,Сотрудник,Полная занятость,ИТ,10.1,95.0,Общественный,Санкт-Петербург,2024-09-01,,2
718,Блохина Регина Ильинична,Женский,1965-04-11,60,высшее,1.0,0,Линейный менеджер,Полная занятость,Сбыт,6.2,62.0,Общественный,Санкт-Петербург,1982-11-10,,44
719,Сазонов Богдан Димитриевич,Мужской,1966-11-14,59,незаконченное высшее,1.0,1,Сотрудник,Полная занятость,Финансы,25.8,138.0,Общественный,Санкт-Петербург,2004-04-06,,19
